,name,id,ref,ref_name,ref_type,asm
483,10B-1 Ogniwo A.par:9,id5072,id4328,x,x,x
484,10B-1 Ogniwo A.par:10,id5075,id4328,x,x,x
485,10B-1 Ogniwo A.par:11,id5078,id4328,x,x,x
486,10B-1 Ogniwo A.par:12,id5081,id4328,x,x,x
487,10B-1 Ogniwo A.par:13,id5084,id4328,x,x,x
488,10B-1 Ogniwo A.par:14,id5087,id4328,x,x,x
489,10B-1 Ogniwo A.par:15,id5090,id4328,x,x,x
490,10B-1 Ogniwo B.par:2,id5093,id4378,x,x,x
491,10B-1 Ogniwo B.par:3,id5096,id4378,x,x,x
492,10B-1 Ogniwo B.par:4,id5099,id4378,x,x,x
493,10B-1 Ogniwo B.par:5,id5102,id4378,x,x,x
494,10B-1 Ogniwo B.par:6,id5105,id4378,x,x,x
495,10B-1 Ogniwo B.par:7,id5108,id4378,x,x,x
496,10B-1 Ogniwo B.par:8,id5111,id4378,x,x,x
497,10B-1 Ogniwo B.par:9,id5114,id4378,x,x,x
498,10B-1 Ogniwo B.par:10,id5117,id4378,x,x,x
499,10B-1 Ogniwo B.par:11,id5120,id4378,x,x,x
500,10B-1 Ogniwo B.par:12,id5123,id4378,x,x,x
501,10B-1 Ogniwo B.par:13,id5126,id4378,x,x,x
502,10B-1 Ogniwo B.par:14,id5129,id4378,x,x,x
503,10B-1 Ogniwo B.par:15,id5132,id4378,x,x,x
504,10B-1 Ogniwo A.par:16,id5135,id4328,x,x,x
505,10B-1 Ogniwo B.par:16,id5138,id4378,x,x,x
506,DIN_125_M8_Zn_HV200.par:14,id5141,id2199,x,x,x
507,DIN_127_M8_Zn_HV200.par:12,id5144,id2163,x,x,x
508,DIN_933_M8x25_Zn_KL8.8.par:8,id5147,id2234,x,x,x
509,DIN_985_M8_Zn_KL.8.par:1,id5150,id2295,x,x,x
510,DIN_933_M8x25_Zn_KL8.8.par:11,id5153,id2234,x,x,x
511,DIN_125_M8_Zn_HV200.par:17,id5156,id2199,x,x,x
512,DIN_933_M10x55_Zn_KL8.8.par:1,id5206,id5159,x,x,x
513,034P_06.01.00.000_Oslona_1.asm:1,id5212,id5209,034P_06.01.00.000_Oslona_1,assembly,id5218 id5328 id5332 id5336 id5340 id5344 id5348 id5352 id5356 id5360 id5364 id5368 id5372 id5376
514,034P_06.01.00.000S_Oslona_1.asm:1,id5218,id5215,034P_06.01.00.000S_Oslona_1,assembly,id5277 id5281 id5284 id5287 id5290 id5293 id5296 id5299 id5302
515,034P_06.01.00.001_Blacha.psm:1,id5277,id5221,x,x,x
516,DIN_6331_M8_CZ_KL10.par:1,id5281,id1442,x,x,x
517,DIN_6331_M8_CZ_KL10.par:2,id5284,id1442,x,x,x
518,DIN_6331_M8_CZ_KL10.par:3,id5287,id1442,x,x,x
519,DIN_6331_M8_CZ_KL10.par:4,id5290,id1442,x,x,x
520,DIN_6331_M8_CZ_KL10.par:5,id5293,id1442,x,x,x
521,DIN_6331_M8_CZ_KL10.par:6,id5296,id1442,x,x,x
522,DIN_6331_M8_CZ_KL10.par:7,id5299,id1442,x,x,x
523,DIN_6331_M8_CZ_KL10.par:8,id5302,id1442,x,x,x
524,034P_06.01.00.002_Blacha.psm:1,id5328,id5305,x,x,x
525,DIN_125_M8_Zn_HV200.par:1,id5332,id2199,x,x,x
526,DIN_125_M8_Zn_HV200.par:2,id5336,id2199,x,x,x
527,DIN_125_M8_Zn_HV200.par:3,id5340,id2199,x,x,x
528,DIN_125_M8_Zn_HV200.par:4,id5344,id2199,x,x,x
529,DIN_127_M8_Zn_HV200.par:1,id5348,id2163,x,x,x
530,DIN_127_M8_Zn_HV200.par:2,id5352,id2163,x,x,x
531,DIN_127_M8_Zn_HV200.par:3,id5356,id2163,x,x,x
532,DIN_127_M8_Zn_HV200.par:4,id5360,id2163,x,x,x
533,DIN_933_M8x25_Zn_KL8.8.par:1,id5364,id2234,x,x,x
534,DIN_933_M8x25_Zn_KL8.8.par:2,id5368,id2234,x,x,x
535,DIN_933_M8x25_Zn_KL8.8.par:3,id5372,id2234,x,x,x
536,DIN_933_M8x25_Zn_KL8.8.par:4,id5376,id2234,x,x,x
537,DIN_933_M8x25_Zn_KL8.8.par:5,id5380,id2234,x,x,x
538,DIN_127_M8_Zn_HV200.par:9,id5383,id2163,x,x,x
539,DIN_125_M8_Zn_HV200.par:11,id5386,id2199,x,x,x
540,DIN_933_M8x25_Zn_KL8.8.par:4,id5389,id2234,x,x,x
541,DIN_127_M8_Zn_HV200.par:8,id5392,id2163,x,x,x
542,DIN_125_M8_Zn_HV200.par:10,id5395,id2199,x,x,x
543,DIN_125_M8_Zn_HV200.par:18,id5398,id2199,x,x,x
544,DIN_127_M8_Zn_HV200.par:17,id5401,id2163,x,x,x
545,DIN_127_M8_Zn_HV200.par:16,id5404,id2163,x,x,x
546,DIN_125_M8_Zn_HV200.par:20,id5407,id2199,x,x,x
547,DIN_125_M8_Zn_HV200.par:21,id5410,id2199,x,x,x
548,DIN_125_M8_Zn_HV200.par:19,id5413,id2199,x,x,x
549,DIN_985_M8_Zn_KL.8.par:5,id5416,id2295,x,x,x
550,DIN_985_M8_Zn_KL.8.par:6,id5419,id2295,x,x,x
551,DIN_933_M8x25_Zn_KL8.8.par:12,id5422,id2234,x,x,x
552,DIN_933_M8x25_Zn_KL8.8.par:13,id5425,id2234,x,x,x
553,DIN_985_M8_Zn_KL.8.par:7,id5428,id2295,x,x,x
554,DIN_125_M8_Zn_HV200.par:22,id5431,id2199,x,x,x
555,DIN_985_M8_Zn_KL.8.par:8,id5434,id2295,x,x,x
556,DIN_125_M8_Zn_HV200.par:23,id5437,id2199,x,x,x
557,DIN_985_M8_Zn_KL.8.par:9,id5440,id2295,x,x,x
558,DIN_125_M8_Zn_HV200.par:24,id5443,id2199,x,x,x
559,DIN_985_M8_Zn_KL.8.par:10,id5446,id2295,x,x,x
560,DIN_125_M8_Zn_HV200.par:25,id5449,id2199,x,x,x
561,DIN_985_M8_Zn_KL.8.par:11,id5452,id2295,x,x,x
562,DIN_125_M8_Zn_HV200.par:26,id5455,id2199,x,x,x
563,DIN_985_M8_Zn_KL.8.par:12,id5458,id2295,x,x,x
564,DIN_125_M8_Zn_HV200.par:27,id5461,id2199,x,x,x
565,DIN_985_M8_Zn_KL.8.par:13,id5464,id2295,x,x,x
566,DIN_125_M8_Zn_HV200.par:28,id5467,id2199,x,x,x
567,DIN_985_M8_Zn_KL.8.par:14,id5470,id2295,x,x,x
568,DIN_125_M8_Zn_HV200.par:29,id5473,id2199,x,x,x
569,DIN_985_M8_Zn_KL.8.par:15,id5476,id2295,x,x,x
570,DIN_125_M8_Zn_HV200.par:30,id5479,id2199,x,x,x
571,DIN_985_M8_Zn_KL.8.par:16,id5482,id2295,x,x,x
572,DIN_125_M8_Zn_HV200.par:31,id5485,id2199,x,x,x
573,DIN_985_M8_Zn_KL.8.par:17,id5488,id2295,x,x,x
574,DIN_125_M8_Zn_HV200.par:32,id5491,id2199,x,x,x
575,DIN_985_M8_Zn_KL.8.par:18,id5494,id2295,x,x,x
576,DIN_125_M8_Zn_HV200.par:33,id5497,id2199,x,x,x
577,DIN_985_M8_Zn_KL.8.par:19,id5500,id2295,x,x,x
578,DIN_125_M8_Zn_HV200.par:34,id5503,id2199,x,x,x
579,DIN_125_M8_Zn_HV200.par:35,id5506,id2199,x,x,x
580,DIN_127_M8_Zn_HV200.par:18,id5509,id2163,x,x,x
581,DIN_933_M8x25_Zn_KL8.8.par:14,id5512,id2234,x,x,x
582,DIN_125_M8_Zn_HV200.par:36,id5515,id2199,x,x,x
583,DIN_127_M8_Zn_HV200.par:19,id5518,id2163,x,x,x
584,DIN_933_M8x25_Zn_KL8.8.par:15,id5521,id2234,x,x,x
585,DIN_125_M8_Zn_HV200.par:37,id5524,id2199,x,x,x
586,DIN_127_M8_Zn_HV200.par:20,id5527,id2163,x,x,x
587,DIN_933_M8x25_Zn_KL8.8.par:16,id5530,id2234,x,x,x
588,DIN_125_M8_Zn_HV200.par:38,id5533,id2199,x,x,x
589,DIN_127_M8_Zn_HV200.par:21,id5536,id2163,x,x,x
590,DIN_933_M8x25_Zn_KL8.8.par:17,id5539,id2234,x,x,x
591,DIN_125_M8_Zn_HV200.par:39,id5542,id2199,x,x,x
592,DIN_127_M8_Zn_HV200.par:22,id5545,id2163,x,x,x
593,DIN_933_M8x25_Zn_KL8.8.par:18,id5548,id2234,x,x,x
594,DIN_125_M8_Zn_HV200.par:40,id5551,id2199,x,x,x
595,DIN_127_M8_Zn_HV200.par:23,id5554,id2163,x,x,x
596,DIN_933_M8x25_Zn_KL8.8.par:19,id5557,id2234,x,x,x
597,DIN_125_M8_Zn_HV200.par:41,id5560,id2199,x,x,x
598,DIN_127_M8_Zn_HV200.par:24,id5563,id2163,x,x,x
599,DIN_933_M8x25_Zn_KL8.8.par:20,id5566,id2234,x,x,x
600,DIN_125_M8_Zn_HV200.par:42,id5569,id2199,x,x,x
601,DIN_127_M8_Zn_HV200.par:25,id5572,id2163,x,x,x
602,DIN_933_M8x25_Zn_KL8.8.par:21,id5575,id2234,x,x,x
603,DIN_125_M8_Zn_HV200.par:43,id5578,id2199,x,x,x
604,DIN_127_M8_Zn_HV200.par:26,id5581,id2163,x,x,x
605,DIN_933_M8x25_Zn_KL8.8.par:22,id5584,id2234,x,x,x
606,DIN_125_M8_Zn_HV200.par:44,id5587,id2199,x,x,x
607,DIN_127_M8_Zn_HV200.par:27,id5590,id2163,x,x,x
608,DIN_933_M8x25_Zn_KL8.8.par:23,id5593,id2234,x,x,x
609,DIN_125_M8_Zn_HV200.par:45,id5596,id2199,x,x,x
610,DIN_127_M8_Zn_HV200.par:28,id5599,id2163,x,x,x
611,DIN_933_M8x25_Zn_KL8.8.par:24,id5602,id2234,x,x,x
612,DIN_125_M8_Zn_HV200.par:46,id5605,id2199,x,x,x
613,DIN_127_M8_Zn_HV200.par:29,id5608,id2163,x,x,x
614,DIN_933_M8x25_Zn_KL8.8.par:25,id5611,id2234,x,x,x
615,DIN_125_M8_Zn_HV200.par:47,id5614,id2199,x,x,x
616,DIN_127_M8_Zn_HV200.par:30,id5617,id2163,x,x,x
617,DIN_933_M8x25_Zn_KL8.8.par:26,id5620,id2234,x,x,x
618,DIN_125_M10_Zn_HV200.par:67,id5623,id2546,x,x,x
619,DIN_127_M10_Zn_HV200.par:63,id5626,id2584,x,x,x
620,DIN_933_M10x25_Zn_KL8.8.par:1,id5676,id5629,x,x,x
621,DIN_933_M10x25_Zn_KL8.8.par:2,id5679,id5629,x,x,x
622,DIN_127_M10_Zn_HV200.par:64,id5682,id2584,x,x,x
623,DIN_125_M10_Zn_HV200.par:68,id5685,id2546,x,x,x
624,DIN_933_M10x25_Zn_KL8.8.par:3,id5688,id5629,x,x,x
625,DIN_127_M10_Zn_HV200.par:65,id5691,id2584,x,x,x
626,DIN_125_M10_Zn_HV200.par:69,id5694,id2546,x,x,x
627,DIN_933_M10x25_Zn_KL8.8.par:4,id5697,id5629,x,x,x
628,DIN_127_M10_Zn_HV200.par:66,id5700,id2584,x,x,x
629,DIN_125_M10_Zn_HV200.par:70,id5703,id2546,x,x,x
630,DIN_933_M10x25_Zn_KL8.8.par:5,id5706,id5629,x,x,x
631,DIN_127_M10_Zn_HV200.par:67,id5709,id2584,x,x,x
632,DIN_125_M10_Zn_HV200.par:71,id5712,id2546,x,x,x
633,DIN_933_M10x25_Zn_KL8.8.par:6,id5715,id5629,x,x,x
634,DIN_127_M10_Zn_HV200.par:68,id5718,id2584,x,x,x
635,DIN_125_M10_Zn_HV200.par:72,id5721,id2546,x,x,x
636,DIN_933_M10x25_Zn_KL8.8.par:7,id5724,id5629,x,x,x
637,DIN_127_M10_Zn_HV200.par:69,id5727,id2584,x,x,x
638,DIN_125_M10_Zn_HV200.par:73,id5730,id2546,x,x,x
639,DIN_933_M10x25_Zn_KL8.8.par:8,id5733,id5629,x,x,x
640,DIN_127_M10_Zn_HV200.par:70,id5736,id2584,x,x,x
641,DIN_125_M10_Zn_HV200.par:74,id5739,id2546,x,x,x
642,DIN_933_M10x25_Zn_KL8.8.par:9,id5742,id5629,x,x,x
643,DIN_127_M10_Zn_HV200.par:71,id5745,id2584,x,x,x
644,DIN_125_M10_Zn_HV200.par:75,id5748,id2546,x,x,x
645,DIN_933_M10x25_Zn_KL8.8.par:10,id5751,id5629,x,x,x
646,DIN_127_M10_Zn_HV200.par:72,id5754,id2584,x,x,x
647,DIN_125_M10_Zn_HV200.par:76,id5757,id2546,x,x,x
648,DIN_933_M10x25_Zn_KL8.8.par:11,id5760,id5629,x,x,x
649,DIN_127_M10_Zn_HV200.par:73,id5763,id2584,x,x,x
650,DIN_125_M10_Zn_HV200.par:77,id5766,id2546,x,x,x
651,DIN_933_M10x25_Zn_KL8.8.par:12,id5769,id5629,x,x,x
652,DIN_127_M10_Zn_HV200.par:74,id5772,id2584,x,x,x
653,DIN_125_M10_Zn_HV200.par:78,id5775,id2546,x,x,x
654,DIN_933_M10x25_Zn_KL8.8.par:13,id5778,id5629,x,x,x
655,DIN_127_M10_Zn_HV200.par:75,id5781,id2584,x,x,x
656,DIN_125_M10_Zn_HV200.par:79,id5784,id2546,x,x,x
657,DIN_933_M10x25_Zn_KL8.8.par:14,id5787,id5629,x,x,x
658,DIN_127_M10_Zn_HV200.par:76,id5790,id2584,x,x,x
659,DIN_125_M10_Zn_HV200.par:80,id5793,id2546,x,x,x
660,DIN_933_M10x25_Zn_KL8.8.par:15,id5796,id5629,x,x,x
661,DIN_127_M10_Zn_HV200.par:77,id5799,id2584,x,x,x
662,DIN_125_M10_Zn_HV200.par:81,id5802,id2546,x,x,x
663,DIN_933_M10x25_Zn_KL8.8.par:16,id5805,id5629,x,x,x
664,DIN_127_M10_Zn_HV200.par:78,id5808,id2584,x,x,x
665,DIN_125_M10_Zn_HV200.par:82,id5811,id2546,x,x,x
666,DIN_933_M10x25_Zn_KL8.8.par:17,id5814,id5629,x,x,x
667,DIN_127_M10_Zn_HV200.par:79,id5817,id2584,x,x,x
668,DIN_125_M10_Zn_HV200.par:83,id5820,id2546,x,x,x
669,DIN_933_M10x25_Zn_KL8.8.par:18,id5823,id5629,x,x,x
670,DIN_127_M10_Zn_HV200.par:80,id5826,id2584,x,x,x
671,DIN_125_M10_Zn_HV200.par:84,id5829,id2546,x,x,x
672,DIN_933_M10x25_Zn_KL8.8.par:19,id5832,id5629,x,x,x
673,DIN_127_M10_Zn_HV200.par:81,id5835,id2584,x,x,x
674,DIN_125_M10_Zn_HV200.par:85,id5838,id2546,x,x,x
675,DIN_933_M10x25_Zn_KL8.8.par:20,id5841,id5629,x,x,x
676,DIN_127_M10_Zn_HV200.par:82,id5844,id2584,x,x,x
677,DIN_125_M10_Zn_HV200.par:86,id5847,id2546,x,x,x
678,DIN_933_M10x25_Zn_KL8.8.par:21,id5850,id5629,x,x,x
679,DIN_127_M10_Zn_HV200.par:83,id5853,id2584,x,x,x
680,DIN_125_M10_Zn_HV200.par:87,id5856,id2546,x,x,x
681,DIN_933_M10x25_Zn_KL8.8.par:22,id5859,id5629,x,x,x
682,DIN_127_M10_Zn_HV200.par:84,id5862,id2584,x,x,x
683,DIN_125_M10_Zn_HV200.par:88,id5865,id2546,x,x,x
684,DIN_933_M10x25_Zn_KL8.8.par:23,id5868,id5629,x,x,x
685,DIN_127_M10_Zn_HV200.par:85,id5871,id2584,x,x,x
686,DIN_125_M10_Zn_HV200.par:89,id5874,id2546,x,x,x
687,DIN_933_M10x25_Zn_KL8.8.par:24,id5877,id5629,x,x,x
688,DIN_127_M10_Zn_HV200.par:86,id5880,id2584,x,x,x
689,DIN_125_M10_Zn_HV200.par:90,id5883,id2546,x,x,x
690,DIN_933_M10x25_Zn_KL8.8.par:25,id5886,id5629,x,x,x
691,DIN_127_M10_Zn_HV200.par:87,id5889,id2584,x,x,x
692,DIN_125_M10_Zn_HV200.par:91,id5892,id2546,x,x,x
693,DIN_933_M10x25_Zn_KL8.8.par:26,id5895,id5629,x,x,x
694,DIN_127_M10_Zn_HV200.par:88,id5898,id2584,x,x,x
695,DIN_125_M10_Zn_HV200.par:92,id5901,id2546,x,x,x
696,DIN_933_M10x25_Zn_KL8.8.par:27,id5904,id5629,x,x,x
697,DIN_127_M10_Zn_HV200.par:89,id5907,id2584,x,x,x
698,DIN_125_M10_Zn_HV200.par:93,id5910,id2546,x,x,x
699,DIN_933_M10x25_Zn_KL8.8.par:28,id5913,id5629,x,x,x
700,DIN_127_M10_Zn_HV200.par:90,id5916,id2584,x,x,x
701,DIN_125_M10_Zn_HV200.par:94,id5919,id2546,x,x,x
702,DIN_933_M10x25_Zn_KL8.8.par:29,id5922,id5629,x,x,x
703,DIN_127_M10_Zn_HV200.par:91,id5925,id2584,x,x,x
704,DIN_125_M10_Zn_HV200.par:95,id5928,id2546,x,x,x
705,DIN_125_M12_Zn_HV200.par:1,id5960,id5931,x,x,x
706,DIN_125_M12_Zn_HV200.par:2,id5963,id5931,x,x,x
707,DIN_127_M12_Zn_HV200.par:1,id5999,id5966,x,x,x
708,DIN_985_M12_Zn_KL8.par:1,id6050,id6002,x,x,x
709,034P_05.08.00.000S_Banda_8.asm:2,id6056,id6053,034P_05.08.00.000S_Banda_8,assembly,id6123 id6126 id6164 id6167 id6170 id6237 id6275 id6313 id6316 id6319 id6322 id6325
710,034P_05.08.00.001_Blacha.psm:1,id6123,id6059,x,x,x
711,DIN_6331_M8_CZ_KL10.par:2,id6126,id1442,x,x,x
712,034P_05.06.00.003_Katownik_z_g_30x30x3_S235JR.par:1,id6164,id6129,x,x,x
713,034P_05.08.00.001_Blacha.psm:2,id6167,id6059,x,x,x
714,034P_05.08.00.001_Blacha.psm:3,id6170,id6059,x,x,x
715,034P_05.06.00.007_Blacha.psm:1,id6237,id6173,x,x,x
716,034P_05.06.00.004_Katownik_z_g_30x30x3_S235JR.par:1,id6275,id6240,x,x,x
717,034P_05.06.00.002_Katownik_z_g_30x30x3_S235JR.par:1,id6313,id6278,x,x,x
718,DIN_6331_M8_CZ_KL10.par:1,id6316,id1442,x,x,x
719,034P_05.06.00.002_Katownik_z_g_30x30x3_S235JR.par:2,id6319,id6278,x,x,x
720,034P_05.06.00.002_Katownik_z_g_30x30x3_S235JR.par:3,id6322,id6278,x,x,x
721,034P_05.06.00.002_Katownik_z_g_30x30x3_S235JR.par:4,id6325,id6278,x,x,x
722,DIN_931_M12x90_Zn_KL8.8.par:1,id6383,id6328,x,x,x
723,DIN_125_M12_Zn_HV200.par:3,id6386,id5931,x,x,x
724,DIN_985_M12_Zn_KL8.par:2,id6389,id6002,x,x,x
725,DIN_931_M12x90_Zn_KL8.8.par:2,id6392,id6328,x,x,x
726,DIN_125_M12_Zn_HV200.par:4,id6395,id5931,x,x,x
727,DIN_127_M12_Zn_HV200.par:2,id6398,id5966,x,x,x
728,DIN_125_M12_Zn_HV200.par:5,id6401,id5931,x,x,x
729,DIN_985_M12_Zn_KL8.par:3,id6404,id6002,x,x,x
730,DIN_931_M12x90_Zn_KL8.8.par:3,id6407,id6328,x,x,x
731,DIN_125_M12_Zn_HV200.par:6,id6410,id5931,x,x,x
732,DIN_127_M12_Zn_HV200.par:3,id6413,id5966,x,x,x
733,DIN_125_M12_Zn_HV200.par:7,id6416,id5931,x,x,x
734,DIN_985_M12_Zn_KL8.par:4,id6419,id6002,x,x,x
735,DIN_931_M12x90_Zn_KL8.8.par:4,id6422,id6328,x,x,x
736,DIN_125_M12_Zn_HV200.par:8,id6425,id5931,x,x,x
737,DIN_127_M12_Zn_HV200.par:4,id6428,id5966,x,x,x
738,DIN_125_M12_Zn_HV200.par:9,id6431,id5931,x,x,x
739,DIN_985_M12_Zn_KL8.par:5,id6434,id6002,x,x,x
740,DIN_931_M12x90_Zn_KL8.8.par:5,id6437,id6328,x,x,x
741,DIN_125_M12_Zn_HV200.par:10,id6440,id5931,x,x,x
742,DIN_127_M12_Zn_HV200.par:5,id6443,id5966,x,x,x
743,DIN_125_M12_Zn_HV200.par:11,id6446,id5931,x,x,x
744,DIN_985_M12_Zn_KL8.par:6,id6449,id6002,x,x,x
745,DIN_931_M12x90_Zn_KL8.8.par:6,id6452,id6328,x,x,x
746,DIN_125_M12_Zn_HV200.par:12,id6455,id5931,x,x,x
747,DIN_127_M12_Zn_HV200.par:6,id6458,id5966,x,x,x
748,DIN_125_M12_Zn_HV200.par:13,id6461,id5931,x,x,x
749,DIN_985_M12_Zn_KL8.par:7,id6464,id6002,x,x,x
750,DIN_931_M12x90_Zn_KL8.8.par:7,id6467,id6328,x,x,x
751,DIN_125_M12_Zn_HV200.par:14,id6470,id5931,x,x,x
752,DIN_127_M12_Zn_HV200.par:7,id6473,id5966,x,x,x
753,DIN_933_M10x25_Zn_KL8.8.par:30,id6476,id5629,x,x,x
754,034P_05.06.00.000S_Banda_6.asm:1,id6482,id6479,034P_05.06.00.000S_Banda_6,assembly,id6545 id6548 id6551 id6554 id6557 id6560 id6563 id6566 id6569 id6572 id6575 id6578
755,034P_05.06.00.001_Blacha.psm:1,id6545,id6485,x,x,x
756,034P_05.06.00.002_Katownik_z_g_30x30x3_S235JR.par:1,id6548,id6278,x,x,x
757,034P_05.06.00.003_Katownik_z_g_30x30x3_S235JR.par:1,id6551,id6129,x,x,x
758,034P_05.06.00.001_Blacha.psm:2,id6554,id6485,x,x,x
759,034P_05.06.00.001_Blacha.psm:3,id6557,id6485,x,x,x
760,034P_05.06.00.007_Blacha.psm:1,id6560,id6173,x,x,x
761,034P_05.06.00.004_Katownik_z_g_30x30x3_S235JR.par:1,id6563,id6240,x,x,x
762,034P_05.06.00.002_Katownik_z_g_30x30x3_S235JR.par:2,id6566,id6278,x,x,x
763,034P_05.06.00.002_Katownik_z_g_30x30x3_S235JR.par:3,id6569,id6278,x,x,x
764,034P_05.06.00.002_Katownik_z_g_30x30x3_S235JR.par:4,id6572,id6278,x,x,x
765,DIN_6331_M8_CZ_KL10.par:1,id6575,id1442,x,x,x
766,DIN_6331_M8_CZ_KL10.par:2,id6578,id1442,x,x,x
767,DIN_125_M8_Zn_HV200.par:116,id6581,id2199,x,x,x
768,034P_05.08.00.000S_Banda_8.asm:1,id6584,id6053,034P_05.08.00.000S_Banda_8,assembly,id6123 id6126 id6164 id6167 id6170 id6237 id6275 id6313 id6316 id6319 id6322 id6325
769,"034P_00.00.00.001_Lancuch_10B-1x703,88.asm:26",id6599,id4322,"034P_00.00.00.001_Lancuch_10B-1x703,88",assembly,id4375 id4423 id4426 id4429 id4432 id4435 id4438 id4441 id4444 id4447 id4450 id4453 id4456 id4459 id4462 id4465 id4468 id4471 id4474 id4477 id4480 id4483 id4486 id4489 id4492 id4495 id4498 id4501 id4504 id4507 id4510 id4513 id4516 id4519 id4522 id4525 id4528 id4531 id4534 id4537 id4540 id4543 id4546 id4549
770,034P_05.20.00.000_Odciag.asm:2,id6646,id4558,034P_05.20.00.000_Odciag,assembly,id4644 id4650
771,034P_05.08.00.000S_Banda_8.asm:3,id6654,id6053,034P_05.08.00.000S_Banda_8,assembly,id6123 id6126 id6164 id6167 id6170 id6237 id6275 id6313 id6316 id6319 id6322 id6325
772,034P_05.20.00.000_Odciag.asm:3,id6669,id4558,034P_05.20.00.000_Odciag,assembly,id4644 id4650
773,034P_05.20.00.000_Odciag.asm:4,id6677,id4558,034P_05.20.00.000_Odciag,assembly,id4644 id4650
774,034P_05.20.00.000_Odciag.asm:5,id6685,id4558,034P_05.20.00.000_Odciag,assembly,id4644 id4650
775,034P_05.20.00.000_Odciag.asm:6,id6693,id4558,034P_05.20.00.000_Odciag,assembly,id4644 id4650
776,034P_05.20.00.000_Odciag.asm:7,id6701,id4558,034P_05.20.00.000_Odciag,assembly,id4644 id4650
777,034P_05.09.00.000_Banda_9.asm:1,id6712,id6709,034P_05.09.00.000_Banda_9,assembly,id6718 id6869 id6872 id6875 id6878 id6881 id6884 id6887
778,034P_05.09.00.000S_Banda_9.asm:1,id6718,id6715,034P_05.09.00.000S_Banda_9,assembly,id6816 id6819 id6822 id6825
779,034P_05.09.00.001_Blacha.psm:1,id6816,id6721,x,x,x
780,034P_05.05.00.002_Blacha.psm:1,id6819,id1367,x,x,x
781,DIN_6331_M8_CZ_KL10.par:1,id6822,id1442,x,x,x
782,DIN_6331_M8_CZ_KL10.par:2,id6825,id1442,x,x,x
783,034P_05.09.00.002_Blacha.psm:1,id6869,id6828,x,x,x
784,DIN_125_M8_Zn_HV200.par:2,id6872,id2199,x,x,x
785,DIN_125_M8_Zn_HV200.par:3,id6875,id2199,x,x,x
786,DIN_127_M8_Zn_HV200.par:2,id6878,id2163,x,x,x
787,DIN_127_M8_Zn_HV200.par:3,id6881,id2163,x,x,x
788,DIN_933_M8x25_Zn_KL8.8.par:2,id6884,id2234,x,x,x
789,DIN_933_M8x25_Zn_KL8.8.par:3,id6887,id2234,x,x,x
790,DIN_125_M8_Zn_HV200.par:48,id6890,id2199,x,x,x
791,DIN_127_M8_Zn_HV200.par:31,id6893,id2163,x,x,x
792,DIN_933_M8x25_Zn_KL8.8.par:27,id6896,id2234,x,x,x
793,DIN_125_M8_Zn_HV200.par:49,id6899,id2199,x,x,x
794,DIN_127_M8_Zn_HV200.par:32,id6902,id2163,x,x,x
795,DIN_933_M8x25_Zn_KL8.8.par:28,id6905,id2234,x,x,x
796,DIN_933_M8x25_Zn_KL8.8.par:29,id6908,id2234,x,x,x
797,DIN_127_M8_Zn_HV200.par:33,id6911,id2163,x,x,x
798,DIN_125_M8_Zn_HV200.par:50,id6914,id2199,x,x,x
799,DIN_127_M8_Zn_HV200.par:34,id6917,id2163,x,x,x
800,DIN_125_M8_Zn_HV200.par:51,id6920,id2199,x,x,x
801,DIN_933_M8x25_Zn_KL8.8.par:30,id6923,id2234,x,x,x
802,DIN_933_M8x25_Zn_KL8.8.par:31,id6926,id2234,x,x,x
803,DIN_127_M8_Zn_HV200.par:35,id6929,id2163,x,x,x
804,DIN_125_M8_Zn_HV200.par:52,id6932,id2199,x,x,x
805,DIN_127_M8_Zn_HV200.par:36,id6935,id2163,x,x,x
806,DIN_125_M8_Zn_HV200.par:53,id6938,id2199,x,x,x
807,DIN_933_M8x25_Zn_KL8.8.par:32,id6941,id2234,x,x,x
808,DIN_933_M8x25_Zn_KL8.8.par:33,id6944,id2234,x,x,x
809,DIN_127_M8_Zn_HV200.par:37,id6947,id2163,x,x,x
810,DIN_125_M8_Zn_HV200.par:54,id6950,id2199,x,x,x
811,DIN_127_M8_Zn_HV200.par:38,id6953,id2163,x,x,x
812,DIN_125_M8_Zn_HV200.par:55,id6956,id2199,x,x,x
813,DIN_933_M8x25_Zn_KL8.8.par:34,id6959,id2234,x,x,x
814,DIN_125_M8_Zn_HV200.par:56,id6962,id2199,x,x,x
815,DIN_127_M8_Zn_HV200.par:39,id6965,id2163,x,x,x
816,DIN_933_M8x25_Zn_KL8.8.par:35,id6968,id2234,x,x,x
817,DIN_933_M8x25_Zn_KL8.8.par:36,id6971,id2234,x,x,x
818,DIN_127_M8_Zn_HV200.par:40,id6974,id2163,x,x,x
819,DIN_125_M8_Zn_HV200.par:57,id6977,id2199,x,x,x
820,DIN_933_M8x25_Zn_KL8.8.par:37,id6980,id2234,x,x,x
821,DIN_127_M8_Zn_HV200.par:41,id6983,id2163,x,x,x
822,DIN_125_M8_Zn_HV200.par:58,id6986,id2199,x,x,x
823,DIN_933_M8x25_Zn_KL8.8.par:38,id6989,id2234,x,x,x
824,DIN_127_M8_Zn_HV200.par:42,id6992,id2163,x,x,x
825,DIN_125_M8_Zn_HV200.par:59,id6995,id2199,x,x,x
826,DIN_933_M8x25_Zn_KL8.8.par:39,id6998,id2234,x,x,x
